RecordID_Int,Basement,BasementGarage,Bedrooms,BasementType,ExternalWalls,FinishedBasement,Flooring,Fireplace,FullBathrooms,Grade,HalfBathrooms,Heating,NumberOfStories,ParcelNumber,Roof,SquareFootageFinishedLiving,StreetName,StreetNumber,Style,TotalRooms,Unit,UseCode,YearBuilt
2621,1160,0,4,Partial Basement,Hardy Board,,Hardwood,0,2,B,1,Forced Air,2.50,18A154000,Arch Shingles,2370,MORGAN CT,120,2.5 Story (Avg),8,,Single Family,2006
2622,528,No dat,3,Full Basement,Hardy Board,528,Hardwood,No dat,3,B,No dat,Forced Air,2,18A155000,Arch Shingles,1196,MORGAN CT,118,2 Story,7,,Single Family,2015
2623,528,No dat,3,Full Basement,Hardy Board,528,Hardwood,No dat,3,B,No dat,Forced Air,2,18A156000,Arch Shingles,1196,MORGAN CT,116,2 Story,7,,Single Family,2014
2624,528,No dat,3,Full Basement,Hardy Board,528,Hardwood,No dat,3,B +,No dat,Forced Air,2.0,18A157000,Arch Shingles,1196,MORGAN CT,114,2 Story,7,,Single Family,2014
2625,978,0,3,Full Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2.00,18A158000,Arch Shingles,1998,MORGAN CT,112,2 Story,7,,Single Family,2007
2626,528,No dat,3,Full Basement,Hardy Board,528,Hardwood,No dat,3,B,No dat,Forced Air,2,18A159000,Arch Shingles,1196,MORGAN CT,110,2 Story,7,,Single Family,2016
2627,528,No dat,3,Full Basement,Hardy Board,528,Hardwood,No dat,3,B,No dat,Forced Air,2,18A160000,Arch Shingles,1196,MORGAN CT,108,2 Story,7,,Single Family,2015
2628,0,,,,,0,,,,,,,,18A555000,,,UNKNOWN,0,,,,Vacant Land,
2629,1454,0,3,Partial Basement,Brick Veneer,1454,Hardwood,2,3,B,1,Forced Air,1.00,190001000,Metal,1857,JEFFERSON PARK CIR,2627,1 Sty (Avg),11,,Single Family-1 Conversion,1949
2630,397,0,3,Partial Basement,Wood,,Hardwood,1,3,B++,0,Hot Water Radiator,1.50,190002000,Metal,1934,JEFFERSON PARK CIR,2631,1.5 Sty Excellent,10,,Single Family,1930
2631,324,0,4,Partial Basement,Wood,,Hardwood,1,3,B +,1,Hot Water Radiator,1.50,190003000,Shingles,2339,JEFFERSON PARK CIR,2633,1.5 Story,7,,Single Family,1932
2632,900,0,3,Partial Basement,Wood,450,Hardwood,1,3,B,1,Forced Air,2.00,190004000,Arch Shingles,2347,JEFFERSON PARK CIR,2637,2 Story,8,,Single Family,1930
2633,679,0,3,Partial Basement,Stucco,,Hardwood,1,2,B +,1,Hot Water Radiator,1.00,190005000,Shingles,1964,JEFFERSON PARK CIR,2639,1 Sty w/ Bsmt,8,,Single Family,1930
2634,514,0,4,Partial Basement,Brick Veneer,,Hardwood,1,3,B,1,Hot Water Radiator,1.00,190006000,Arch Shingles,1740,ETON RD,2705,1 Story,7,,Single Family,1949
2635,768,0,2,Partial Basement,Brick Veneer,692,Hardwood,1,2,C,0,Hot Water Radiator,1.00,190007000,Shingles,906,ETON RD,2707,1 Story,6,,Single Family,1949
2636,1221,0,6,Full Basement,Stucco,1221,Hardwood,2,2,C +,0,Forced Air,1.00,190008000,Arch Shingles,1221,ETON RD,2709,1 Sty (Avg),11,,Single Family-1 Conversion,1950
2637,1258,0,3,Full Basement,Stucco,,Hardwood,1,1,C -,0,Heat Pump,1.00,190009000,Arch Shingles,1258,ETON RD,2711,1 Sty (Avg),6,,Single Family,1950
2638,100,0,4,Partial Basement,Wood,,Hardwood,1,2,B,0,Forced Air,1.75,190010000,Arch Shingles,2223,ETON RD,2712,1.5 Story,9,,Single Family,1949
2639,,No dat,No dat,No data,No data,,No data,No dat,No dat,No data,No dat,No data,No dat,190010001,No data,,ETON RD,2714,Vacant Land,No dat,,Vacant Land,
2640,0,,,,,0,,,,,,,,190010100,,,ETON RD,0,,,,Vacant Land,
2641,1670,0,2,Partial Basement,Board & Batten,,Hardwood,2,2,B -,0,Hot Water Radiator,1.00,190011000,Shingles,1670,ETON RD,2710,1 Story,5,,Single Family,1920
2642,593,0,3,Full Basement,Wood,486,Hardwood,2,1,B,2,Hot Water Radiator,2.00,190012000,Shingles,1215,ETON RD,2708,2 Story,9,,Single Family,1949
2643,663,0,3,Partial Basement,Asbestos,221,Hardwood,1,3,B,0,Heat Pump,2.00,190013000,Arch Shingles,1281,ETON RD,2706,2 Story,7,,Single Family,1948
2644,761,0,4,Partial Basement,Wood,381,Hardwood,2,3,B,0,Hot Water Radiator,2.00,190014000,Shingles,1666,ETON RD,2704,2 Story,9,,Single Family-1 Conversion,1948
2645,572,0,4,Full Basement,Wood,572,Hardwood,2,2,B,0,Hot Water Radiator,2.00,190015000,Metal,1231,ETON RD,2702,1.5 Story,8,,Single Family-1 Conversion,1948
2646,1258,0,4,Full Basement,Precast Panel,1258,Hardwood,2,2,C +,0,Forced Air,2.00,190016000,Shingles,1258,JEFFERSON PARK CIR,2645,Split-Level,10,,Single Family,1954
2647,,0,3,No Basement,Wood,,Hardwood,1,2,B -,0,Forced Air,1.00,190016100,Arch Shingles,1548,JEFFERSON PARK CIR,2649,1 Story,7,,Single Family,1954
2648,768,0,3,Full Basement,Wood,673,Hardwood,2,2,C +,0,Forced Air,1.00,190016200,Shingles,773,JEFFERSON PARK CIR,2653,1 Story,6,,Single Family,1954
2649,976,0,3,Partial Basement,Wood,976,Hardwood,2,2,C -,0,Forced Air,1.00,190016300,Arch Shingles,1036,JEFFERSON PARK CIR,2657,1 Sty (Avg),9,,Single Family,1954
2650,731,0,3,Partial Basement,Stucco,,Hardwood,1,2,B,0,Hot Water Radiator,2.00,190017000,Tile,1982,JEFFERSON PARK CIR,2652,2 Story,7,,Single Family,1929
2651,364,0,4,Cellar,Wood,,Hardwood,1,3,B,0,Forced Air,1.75,190018000,Shingles,2629,JEFFERSON PARK CIR,2644,2 Sty Excellent,10,,Single Family,1956
2652,,0,0,No Basement,Stucco/Masonry,,Linoleum,1,0,C,0,Baseboard,1.00,190018000,Asbestos,440,JEFFERSON PARK CIR,2644,1 Sty (Avg),1,,Single Family,1956
2653,1224,0,4,Partial Basement,Stone,,Hardwood,1,2,C,1,Hot Water Radiator,1.50,190019000,Shingles,2354,JEFFERSON PARK CIR,2642,1.5 Sty (Avg),8,,Single Family,1925
2654,,0,4,No Basement,Stucco,,Hardwood,1,3,B,0,Heat Pump,2.00,190020000,Tile,3010,JEFFERSON PARK CIR,2638,3 Story,9,,Single Family,1935
2655,875,0,3,Full Basement,Wood,162,Hardwood,1,2,B +,1,Hot Water Radiator,2.00,190021000,Arch Shingles,1820,JEFFERSON PARK CIR,2636,2 Story,8,,Single Family,1930
2656,1323,0,6,Full Basement,Brick Veneer,977,Hardwood,2,3,B,0,Hot Water Radiator,1.50,190022000,Arch Shingles,1823,JEFFERSON PARK CIR,2634,1.5 Story,8,,Single Family-1 Conversion,1947
2657,742,0,4,Partial Basement,Wood,,Hardwood,1,2,B,0,Hot Water Radiator,2.00,190023000,Shingles,1873,JEFFERSON PARK CIR,2628,2 Story,9,,Single Family,1926
2658,756,0,3,Partial Basement,Brick Veneer,,Hardwood,1,1,B -,2,Forced Air,2.00,190024100,Shingles,1832,JEFFERSON PARK CIR,2622,2 Story,7,,Single Family,1959
2659,788,0,3,Partial Basement,Stucco,250,Hardwood,1,1,B,1,Hot Water Radiator,2.00,190025000,Shingles,1650,JEFFERSON PARK CIR,2618,2 Story,6,,Single Family,1931
2660,784,0,4,Partial Basement,Brick Veneer,60,Hardwood,1,3,B++,0,Hot Water Radiator,2.00,190026000,Shingles,2454,JEFFERSON PARK CIR,2616,2 Story,7,,Single Family,1936
2661,932,1,3,Full Basement,Brick Veneer,,Hardwood,1,2,B,0,Forced Air,1.50,190027000,Shingles,1328,JEFFERSON PARK CIR,2610,1.5 Sty Excellent,6,,Single Family,1951
2662,360,0,2,Partial Basement,Wood,,Hardwood,1,1,B +,1,Hot Water Radiator,1.50,190028000,Shakes,1208,JEFFERSON PARK CIR,2608,1.5 Story,5,,Single Family,1923
2663,1053,0,6,Partial Basement,Stone,362,Hardwood,2,3,B +,0,Hot Water Radiator,2.50,190029000,Shingles,3070,JEFFERSON PARK CIR,2672,2.5 Story,11,,Single Family,1924
2664,1162,1,6,Partial Basement,Stone,383,Hardwood,2,4,B++,0,Hot Water Radiator,2.50,190030000,Shingles,3080,JEFFERSON PARK CIR,2666,2.5 Story,12,,Single Family,1923
2665,2128,1,6,Partial Basement,Stone,1904,Hardwood,5,5,A,1,Hot Water Radiator,2.50,190031000,Copper,5854,JEFFERSON PARK CIR,2662,2.5 Sty Excellent,14,,Single Family-1 Conversion,1934
2666,0,,,,,0,,,,,,,,190032000,,,JEFFERSON PARK CIR,0,,,,Vacant Land,
2667,0,,,,,0,,,,,,,,190032100,,,JEFFERSON PARK CIR,0,,,,Vacant Land,
2668,912,0,4,Partial Basement,Brick Veneer,800,Hardwood,1,2,C,0,Forced Air,1.00,190032200,Arch Shingles,1440,PARK RD,118,1 Sty (Avg),10,,Single Family-1 Conversion,1958
2669,1075,0,5,Partial Basement,Brick Veneer,795,Hardwood,1,2,C,0,Forced Air,1.00,190032300,Arch Shingles,1285,PARK RD,120,1 Sty (Avg),8,,Single Family,1962
2670,1348,0,7,Full Basement,Brick Veneer,1226,Hardwood,0,2,C,0,Forced Air,1.00,190032400,Shingles,1348,PARK RD,122,1 Story,11,,Single Family-1 Conversion,1960
2671,0,,,,,0,,,,,,,,190033000,,,JEFFERSON PARK RD,0,,,,Vacant Land,
2672,1209,0,3,Full Basement,Brick Veneer,605,Hardwood,1,3,C,0,Forced Air,1.00,190034100,Arch Shingles,1082,MCELROY DR,2700,1 Story,7,,Single Family,1958
2673,1092,0,3,Full Basement,Brick Veneer,546,Hardwood,1,2,C -,0,Forced Air,1.00,190034101,Shingles,1092,MCELROY DR,2714,1 Sty (Avg),7,,Single Family,1957
2674,1092,0,3,Full Basement,Brick Veneer,989,Hardwood,1,2,C,0,Forced Air,1.00,190034110,Arch Shingles,1092,MCELROY DR,2716,1 Sty w/ Bsmt,9,,Single Family,1957
2675,1356,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,1,Forced Air,1.00,190034120,Arch Shingles,1356,MCELROY DR,2718,1 Sty (Avg),6,,Single Family,1959
2676,,0,0,N/A,Not Applicable,,None,0,0,C,0,Not Applicable,0,190034120,N/A,0,MCELROY DR,2718,No Style,0,,Single Family,0
2677,1310,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,1,Forced Air,1.00,190034130,Arch Shingles,1310,MCELROY DR,2720,1 Story,6,,Single Family,1960
2678,1260,0,3,Full Basement,Brick Veneer,600,Hardwood,2,1,C,1,Forced Air,1.00,190034140,Shingles,1260,MCELROY DR,2722,1 Sty (Avg),7,,Single Family,1960
2679,1066,0,3,Full Basement,Brick Veneer,212,Hardwood,1,1,C +,0,Forced Air,1.00,190034150,Arch Shingles,1066,MCELROY DR,2724,1 Sty (Avg),7,,Single Family,1960
2680,1025,0,4,Full Basement,Brick Veneer,926,Hardwood,1,2,C,0,Forced Air,1.00,190034160,Arch Shingles,1025,MCELROY DR,2726,1 Sty (Avg),8,,Single Family-1 Conversion,1960
2681,1350,2,3,Walkout Basement,Brick Veneer,324,Hardwood,1,3,C -,0,Forced Air,1.0,190034170,Arch Shingles,1688,MCELROY DR,2728,1 Sty (Avg),8,,Single Family,1970
2682,945,0,5,Full Basement,Brick Veneer,945,Hardwood,0,2,C,0,Heat Pump,1.00,190034180,Arch Shingles,945,MCELROY DR,2730,1 Sty (Avg),9,,Single Family-1 Conversion,1963
2683,1264,0,3,Full Basement,Brick Veneer,1164,Hardwood,0,2,C -,No dat,Forced Air,1.00,190034190,Shingles,1264,MCELROY DR,2732,1 Sty (Avg),8,,Single Family,1968
2684,1092,0,3,Full Basement,Brick Veneer,600,Hardwood,2,2,C,0,Forced Air,1.00,190034200,Shingles,1092,MARION CT,104,1 Story,7,,Single Family,1960
2685,,0,4,No Basement,Wood,,Hardwood,0,2,C +,1,Heat Pump,2.00,190034201,Shingles,2160,OLD LYNCHBURG RD,229,2 Story,8,,Single Family,1972
2686,,0,4,No Basement,Wood,,Hardwood,1,2,C +,1,Heat Pump,2.00,190034210,Shingles,2012,OLD LYNCHBURG RD,227,2 Story,8,,Single Family,1972
2687,1040,0,4,Full Basement,Brick Veneer,695,Hardwood,0,2,C -,1,Forced Air,1.00,190034220,Shingles,1040,OLD LYNCHBURG RD,225,Split-Foyer (Avg),8,,Single Family,1972
2688,1040,0,3,Full Basement,Wood,645,Hardwood,1,2,C +,1,Forced Air,1.00,190034230,Arch Shingles,1040,OLD LYNCHBURG RD,223,Split-Foyer (Avg),8,,Single Family,1972
2689,1107,0,5,Full Basement,Brick Veneer,1000,Hardwood,1,3,C +,0,Forced Air,1.00,190034240,Metal,1107,OLD LYNCHBURG RD,221,Split-Foyer (Avg),9,,Single Family,1972
2690,1040,0,4,Full Basement,Wood,827,Hardwood,1,3,C,0,Forced Air,1.00,190034250,Shingles,1040,OLD LYNCHBURG RD,219,Split-Foyer (Avg),9,,Single Family,1972
2691,1107,0,5,Full Basement,Brick Veneer,977,Hardwood,1,3,C -,0,Forced Air,1.00,190034260,Shingles,1107,OLD LYNCHBURG RD,217,Split-Foyer (Avg),9,,Single Family,1972
2692,1040,0,3,Partial Basement,Wood,774,Hardwood,1,2,C -,0,Forced Air,1.00,190034270,Shingles,1102,OLD LYNCHBURG RD,215,Split-Foyer (Avg),8,,Single Family,1972
2693,1107,0,3,Full Basement,Brick Veneer,671,Hardwood,1,2,C,1,Forced Air,1.00,190034280,Arch Shingles,1107,OLD LYNCHBURG RD,213,Split-Foyer (Avg),8,,Single Family,1972
2694,1107,0,4,Full Basement,Brick Veneer,750,Hardwood,1,3,C,No dat,Forced Air,1.00,190034290,Shingles,1107,OLD LYNCHBURG RD,211,Split-Foyer (Avg),8,,Single Family,1972
2695,1092,0,5,Full Basement,Brick Veneer,880,Hardwood,2,2,C -,0,Forced Air,1.00,190034300,Arch Shingles,1092,MARION CT,102,1 Sty (Avg),6,,Single Family,1960
2696,1080,0,4,Partial Basement,Vinyl,1080,Hardwood,1,3,C,0,Forced Air,1.00,190034301,Shingles,1148,OLD LYNCHBURG RD,209,Split-Foyer (Avg),8,,Single Family,1972
2697,1080,0,4,Full Basement,Wood,797,Hardwood,1,2,C -,1,Heat Pump,1.00,190034310,Shingles,1112,OLD LYNCHBURG RD,207,Split-Foyer (Avg),7,,Single Family,1972
2698,1107,0,5,Full Basement,Brick Veneer,1107,Hardwood,1,3,C,0,Forced Air,1.00,190034320,Shingles,1107,OLD LYNCHBURG RD,205,Split-Foyer (Avg),11,,Single Family,1972
2699,1107,0,5,Full Basement,Brick Veneer,1076,Hardwood,1,3,C -,0,Forced Air,1.00,190034330,Metal,1107,OLD LYNCHBURG RD,203,Split-Foyer (Avg),9,,Single Family,1972
2700,1040,0,3,Full Basement,Wood,959,Hardwood,1,2,C,1,Forced Air,1.00,190034340,Shingles,1073,OLD LYNCHBURG RD,201,Split-Foyer (Avg),8,,Single Family,1972
2701,1217,0,4,Full Basement,Brick Veneer,605,Hardwood,1,2,C,0,Forced Air,1.00,190034400,Arch Shingles,1217,MARION CT,100,1 Sty (Avg),9,,Single Family-1 Conversion,1962
2702,1242,0,3,Full Basement,Brick Veneer,628,Hardwood,1,2,C,1,Forced Air,1.00,190034500,Arch Shingles,1242,MCELROY DR,2704,1 Sty (Avg),7,,Single Family,1958
2703,1304,0,3,Full Basement,Brick Veneer,900,Hardwood,1,2,C -,1,Forced Air,1.00,190034600,Arch Shingles,1156,MCELROY DR,2706,1 Sty (Avg),8,,Single Family,1959
2704,1080,0,4,Full Basement,Brick Veneer,366,Hardwood,0,2,C,2,Forced Air,2.00,190034700,Shingles,2160,MCELROY DR,2708,2 Sty Attached,12,A&B,Duplex,1965
2705,1192,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,190034800,Shingles,1192,MCELROY DR,2710,1 Sty (Avg),6,,Single Family,1958
2706,1247,0,3,Full Basement,Brick Veneer,938,Hardwood,1,2,C,0,Forced Air,1.00,190034900,Shingles,1247,MCELROY DR,2712,1 Sty (Avg),7,,Single Family,1959
2707,1050,0,4,Full Basement,Brick Veneer,366,Hardwood,0,2,C,2,Forced Air,2.00,190035100,Shingles,2100,MCELROY DR,2701,2 Sty Attached,12,,Duplex,1965
2708,1269,0,3,Full Basement,Brick Veneer,600,Hardwood,1,2,C,0,Heat Pump,1.00,190035101,Arch Shingles,1269,TROOST CT,102,1 Story,6,,Single Family,1964
2709,1226,0,3,Full Basement,Brick Veneer,816,Hardwood,2,2,C,0,Forced Air,1.00,190035110,Shingles,1226,TROOST CT,104,1 Sty (Avg),7,,Single Family,1962
2710,1226,0,3,Full Basement,Brick Veneer,742,Hardwood,2,2,C,0,Forced Air,1.00,190035120,Arch Shingles,1226,TROOST CT,106,1 Sty (Avg),8,,Single Family,1961
2711,1134,0,4,Full Basement,Brick Veneer,572,Hardwood,1,2,C,No dat,Forced Air,1.00,190035130,Arch Shingles,1134,TROOST CT,108,1 Sty (Avg),7,,Single Family,1962
2712,1080,0,4,Full Basement,Brick Veneer,1000,Hardwood,1,2,C,0,Forced Air,1.00,190035140,Shingles,1080,MCELROY DR,2725,1 Story,10,,Single Family,1962
2713,999,0,3,Full Basement,Brick Veneer,849,Hardwood,1,2,C +,0,Forced Air,1.00,190035150,Arch Shingles,999,MCELROY DR,2727,1 Sty (Avg),7,,Single Family,1961
2714,825,0,2,Full Basement,Brick Veneer,327,Hardwood,1,1,C,0,Forced Air,1.00,190035160,Arch Shingles,825,MCELROY DR,2729,1 Sty (Avg),6,,Single Family,1961
2715,825,0,3,Full Basement,Brick Veneer,825,Hardwood,1,3,C,0,Forced Air,1.5,190035170,Arch Shingles,1370,MCELROY DR,2731,1.5 Sty (Avg),7,,Single Family,1961
2716,825,0,4,Full Basement,Brick Veneer,406,Hardwood,1,2,C,0,Forced Air,1.66,190035180,Shingles,1370,MCELROY DR,2733,1 Sty w/ Bsmt,7,,Single Family,1960
2717,575,0,3,Partial Basement,Brick Veneer,500,Hardwood,1,2,C +,0,Forced Air,2.00,190035190,Shingles,1071,MCELROY DR,2735,Split-Level (Avg),6,,Single Family,1968
2718,1242,0,3,Full Basement,Brick Veneer,269,Hardwood,1,2,C,1,Forced Air,1.00,190035200,Shingles,1242,MCELROY DR,2705,1 Sty (Avg),6,,Single Family,1958
2719,1080,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C +,0,Forced Air,1.00,190035201,Shingles,1080,MCELROY DR,2737,1 Sty (Avg),8,,Single Family,1962
2720,1134,0,4,Partial Basement,Brick Veneer,475,Hardwood,1,2,C +,0,Forced Air,1.00,190035210,Arch Shingles,1556,MCELROY DR,2739,1 Story,10,,Single Family,1963
2721,1161,0,5,Full Basement,Brick Veneer,768,Hardwood,2,2,C,0,Forced Air,1.00,190035220,Shingles,1161,MCELROY DR,2741,1 Sty (Avg),8,,Single Family,1963
2722,880,0,4,Full Basement,Brick Veneer,880,Hardwood,1,3,C -,0,Forced Air,1.25,190035230,Metal,1293,MCELROY DR,2743,1.5 Sty (Avg),6,,Single Family,1964
2723,1161,0,3,Full Basement,Brick Veneer,581,Hardwood,1,2,C,0,Forced Air,1.00,190035240,Shingles,1161,MCELROY DR,2745,1 Sty (Avg),7,,Single Family,1963
2724,0,,,,,0,,,,,,,,190035250,,,MCELROY DR,2747,,,,Vacant Land,
2725,999,0,4,Partial Basement,Wood,836,Hardwood,0,2,C,0,Forced Air,1.00,190035260,Arch Shingles,1073,MCELROY DR,2749,Split-Foyer (Avg),10,,Single Family,1969
2726,999,0,3,Partial Basement,Wood,761,Hardwood,0,3,C,0,Forced Air,1.00,190035270,Arch Shingles,1110,MCELROY DR,2751,Split-Foyer (Avg),7,,Single Family,1968
2727,999,0,4,Walkout Basement,Wood,999,Hardwood,0,3,C,0,Heat Pump,1.00,190035280,Shingles,1073,MCELROY DR,2748,Split-Foyer (Avg),8,,Single Family,1968
2728,1150,0,5,Full Basement,Brick Veneer,1100,Hardwood,2,2,C,1,Forced Air,1.00,190035290,Arch Shingles,1200,MCELROY DR,2746,Split-Foyer (Avg),8,,Single Family-1 Conversion,1968
2729,1225,0,3,Full Basement,Brick Veneer,612,Hardwood,1,2,C,0,Forced Air,1.00,190035300,Shingles,1225,MCELROY DR,2709,1 Sty (Avg),7,,Single Family,1957
2730,1150,0,4,Full Basement,Brick Veneer,869,Hardwood,2,2,C -,1,Forced Air,1.00,190035301,Shingles,1150,MCELROY DR,2744,Split-Foyer (Avg),9,,Single Family,1968
2731,975,0,3,Full Basement,Brick Veneer,,W/W Carpet,0,1,C,No dat,Heat Pump,1.00,190035310,Arch Shingles,975,MCELROY DR,2742,1 Sty (Avg),6,,Single Family,1968
2732,1050,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,1,Forced Air,1.00,190035320,Arch Shingles,1050,MCELROY DR,2740,1 Sty (Avg),6,,Single Family,1964
2733,825,0,4,Full Basement,Brick Veneer,407,Hardwood,1,1,C,1,Forced Air,1.33,190035330,Arch Shingles,1097,MCELROY DR,2738,1.5 Story,7,,Single Family,1961
2734,825,0,4,Full Basement,Brick Veneer,385,Hardwood,1,2,C,0,Forced Air,1.50,190035340,Arch Shingles,1238,MCELROY DR,2736,1.5 Story,9,,Single Family-1 Conversion,1961
2735,,0,3,No Basement,Masonite,,Hardwood,1,2,C,0,Forced Air,1.50,190035350,Shingles,1440,OLD LYNCHBURG RD,303,1.5 Story,6,,Single Family,1975
2736,,0,4,No Basement,Masonite,,Hardwood,1,2,C +,0,Heat Pump,1.50,190035360,Arch Shingles,1440,OLD LYNCHBURG RD,301,1.5 Sty (Avg),7,,Single Family,1975
2737,1120,0,3,Full Basement,Wood,761,Hardwood,1,2,C,1,Heat Pump,1.00,190035370,Metal,1120,MCELROY DR,2734,1 Sty (Avg),8,,Single Family,1976
2738,0,,,,,0,,,,,,,,190035380,,,OLD LYNCHBURG RD,2512,,,,Vacant Land,
2739,0,,,,,0,,,,,,,,190035390,,,OLD LYNCHBURG RD,0,,,,Vacant Land,
2740,1337,0,3,Full Basement,Brick Veneer,935,Hardwood,1,2,C,0,Forced Air,1.00,190035400,Shingles,1337,MCELROY DR,2711,1 Sty (Avg),8,,Single Family,1958
2741,1242,0,3,Partial Basement,Brick Veneer,594,Hardwood,1,1,C,1,Forced Air,1.00,190035500,Shingles,1530,MCELROY DR,2713,1 Sty (Avg),7,,Single Family,1958
2742,1181,0,3,Full Basement,Brick Veneer,303,Hardwood,1,2,C -,1,Forced Air,1.00,190035600,Arch Shingles,1181,MCELROY DR,2715,1 Sty (Avg),7,,Single Family,1959
2743,1292,0,3,Full Basement,Brick Veneer,686,Hardwood,1,1,C -,1,Forced Air,1.00,190035700,Shingles,1292,MCELROY DR,2717,1 Sty (Avg),7,,Single Family,1959
2744,1300,0,3,Full Basement,Brick Veneer,646,Hardwood,1,1,C,1,Forced Air,1.00,190035800,Shingles,1144,MCELROY DR,2719,1 Sty (Avg),7,,Single Family,1961
2745,1290,0,3,Full Basement,Brick Veneer,260,Hardwood,1,2,C +,0,Forced Air,2.00,190035900,Arch Shingles,1850,TROOST CT,100,2 Story,6,,Single Family,1961
2746,825,0,4,Full Basement,Brick Veneer,825,Hardwood,1,2,C -,0,Heat Pump,1.25,190036000,Shingles,1031,OLD LYNCHBURG RD,238,1 Sty (Avg),6,,Single Family,1960
2747,999,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,190036100,Shingles,999,OLD LYNCHBURG RD,240,1 Sty (Avg),6,,Single Family,1960
2748,,0,6,No Basement,Brick Veneer,,Hardwood,No dat,2,C -,0,Baseboard,1.00,190036200,Shingles,1898,OLD LYNCHBURG RD,242,1 Sty Attached,10,,Duplex,1966
2749,,0,6,No Basement,Brick Veneer,,Hardwood,0,2,C -,0,Baseboard,1.00,190036300,Shingles,1898,OLD LYNCHBURG RD,244,1 Sty Attached,10,,Duplex,1966
2750,,0,4,No Basement,Brick Veneer,,Hardwood,0,2,C -,0,Baseboard,1.00,190036400,Shingles,1898,OLD LYNCHBURG RD,246,1 Sty Attached,10,,Duplex,1966
2751,825,0,3,Full Basement,Brick Veneer,408,Hardwood,1,1,C -,0,Forced Air,1.25,190036500,Shingles,1031,OLD LYNCHBURG RD,248,1 Sty (Avg),7,,Single Family,1960
2752,999,1,3,Full Basement,Brick Veneer,400,Hardwood,1,1,C -,0,Forced Air,1.00,190036600,Shingles,999,OLD LYNCHBURG RD,250,1 Sty (Avg),6,,Single Family,1962
2753,875,0,4,Full Basement,Brick Veneer,,Hardwood,0,2,C -,0,Baseboard,2.00,190036700,Shingles,1750,OLD LYNCHBURG RD,252,2 Sty Attached,8,,Duplex,1970
2754,825,0,3,Full Basement,Brick Veneer,,Hardwood,0,1,C,0,Forced Air,1.66,190037000,Shingles,1370,MONTE VISTA AVE,243,1.5 Sty (Avg),6,,Single Family,1955
2755,825,0,4,Full Basement,Brick Veneer,413,Hardwood,0,2,C,0,Forced Air,1.25,190037100,Arch Shingles,1031,MONTE VISTA AVE,245,1 Story,7,,Single Family,1955
2756,850,0,5,Full Basement,Brick Veneer,750,Hardwood,0,2,C +,0,Forced Air,1.33,190037101,Shingles,1131,MIDDLETON LN,304,1 Sty (Avg),9,,Single Family-1 Conversion,1957
2757,1161,1,3,Full Basement,Brick Veneer,,Hardwood,1,2,C,0,Forced Air,1.50,190037110,Shingles,1574,MIDDLETON LN,300,1.5 Sty (Avg),7,,Single Family,1957
2758,625,0,2,Full Basement,Wood,,Hardwood,0,1,C,0,Floor Furnace,1.00,190037120,Shingles,625,MOBILE LN,14,1 Story,4,,Single Family,1946
2759,625,0,2,Full Basement,Aluminum,272,Hardwood,0,3,C,0,Heat Pump,1.33,190037130,Shingles,831,MOBILE LN,16,1.5 Story,5,,Single Family,1946
2760,625,0,2,Full Basement,Wood,400,Hardwood,0,1,C,0,Floor Furnace,1.25,190037140,Shingles,781,MOBILE LN,18,1 Sty (Avg),5,,Single Family,1946
2761,625,0,2,Full Basement,Asbestos,,Hardwood,0,1,C,0,Baseboard,1.25,190037150,Shingles,781,MOBILE LN,408,1 Sty (Avg),6,,Single Family,1947
2762,768,0,2,Partial Basement,Vinyl,,Hardwood,No dat,1,C,0,Forced Air,1.00,190037160,Shingles,1056,MOBILE LN,412,1 Story,5,,Single Family,1957
2763,768,0,3,Full Basement,Aluminum,,Hardwood,0,2,C,0,Forced Air,1.25,190037170,Arch Shingles,960,MOBILE LN,414,1 Story,5,,Single Family,1955
2764,960,0,3,Full Basement,Asbestos,473,Hardwood,0,1,C,0,Forced Air,1.00,190037180,Arch Shingles,960,MOBILE LN,416,1 Story,7,,Single Family,1956
2765,,0,2,No Basement,Asbestos,,Hardwood,0,1,C,0,Forced Air,1.25,190037190,Arch Shingles,1140,MOBILE LN,418,1 Story,6,,Single Family,1955
2766,825,0,3,Full Basement,Brick Veneer,411,Hardwood,0,1,C,0,Forced Air,1.50,190037200,Shingles,1238,MONTE VISTA AVE,247,1.5 Sty (Avg),7,,Single Family,1955
2767,984,0,2,Full Basement,Aluminum,,Hardwood,0,1,C,0,Forced Air,1.00,190037201,Shingles,984,MOBILE LN,420,1 Story,5,,Single Family,1957
2768,,0,3,No Basement,Wood,,Hardwood,0,1,C,0,Forced Air,1.00,190037220,Arch Shingles,1209,MOBILE LN,424,1 Story,6,,Single Family,1955
2769,1106,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,190037230,Arch Shingles,1106,MOBILE LN,426,1 Story,6,,Single Family,1957
